RankRank,Player NamePlayer,TeamTeam,Pointsserve-points,ErrorsSE,AttempsAtt,Average per matchaverage-per-match,Success %Success %,TotalTA
5,Igiede,USA,0,1,6,0.0,0.0,7
5,Lanier,USA,0,0,1,0.0,0.0,1
5,Franklin,USA,0,1,7,0.0,0.0,8
5,Jimerson,USA,0,0,0,,,0
5,Ka'aha'aina-Torres,USA,0,0,0,,,0
5,Gryka,POL,0,1,7,0.0,0.0,8
5,Stysiak,POL,0,2,25,0.0,0.0,27
5,Piasecka,POL,0,0,0,,,0
5,Szczygłowska,POL,0,0,0,,,0
5,Łysiak,POL,0,0,0,,,0
5,Centka-Tietianiec,POL,0,0,0,,,0
5,Grabka,POL,0,0,16,0.0,0.0,16
5,Jurczyk,POL,0,0,25,0.0,0.0,25
5,Tang X.,CHN,0,0,0,,,0
5,Yin X. L.,CHN,0,1,0,0.0,0.0,1
5,Gong X.Y.,CHN,0,0,16,0.0,0.0,16
5,Wang Y.Y.,CHN,0,3,7,0.0,0.0,10
5,Wan Z. Y.,CHN,0,0,0,,,0
5,Fan B. N.,CHN,0,0,2,0.0,0.0,2
5,Dong Y. H.,CHN,0,2,0,0.0,0.0,2
5,Chen H. Y.,CHN,0,2,17,0.0,0.0,19
5,Wang A. Q.,CHN,0,0,0,,,0
5,Ni F.F.,CHN,0,0,0,,,0
5,Wang M.J.,CHN,0,0,0,,,0
5,Zhang Z.X.,CHN,0,0,21,0.0,0.0,21
5,Macris,BRA,0,3,13,0.0,0.0,16
5,Lorena,BRA,0,0,0,,,0
5,Helena,BRA,0,2,2,0.0,0.0,4
5,Kisy,BRA,0,0,4,0.0,0.0,4
5,Jheovana,BRA,0,0,0,,,0
5,Tainara,BRA,0,0,0,,,0
5,Lais,BRA,0,0,0,,,0
5,Marcelle,BRA,0,0,0,,,0
5,Cesar,GER,0,0,0,,,0
5,Pogany,GER,0,0,0,,,0
5,Glaab,GER,0,0,0,,,0
5,Stautz,GER,0,0,2,0.0,0.0,2
5,Alsmeier,GER,0,2,5,0.0,0.0,7
5,Stigrot,GER,0,0,7,0.0,0.0,7
5,Weske,GER,0,0,6,0.0,0.0,6
5,Schölzel,GER,0,1,0,0.0,0.0,1
5,Kindermann,GER,0,2,4,0.0,0.0,6
5,Strubbe,GER,0,0,0,,,0
5,Araki,JPN,0,0,7,0.0,0.0,7
5,Shimamura,JPN,0,2,32,0.0,0.0,34
5,Kojima,JPN,0,0,0,,,0
5,Yamada,JPN,0,0,3,0.0,0.0,3
5,Fukudome,JPN,0,0,0,,,0
5,Wada,JPN,0,7,26,0.0,0.0,33
5,Iwasawa,JPN,0,0,1,0.0,0.0,1
5,Tsukasa,JPN,0,0,4,0.0,0.0,4
5,Kitamado,JPN,0,2,14,0.0,0.0,16
5,Akimoto,JPN,0,1,1,0.0,0.0,2
5,Örge,TUR,0,0,0,,,0
5,Aköz,TUR,0,0,0,,,0
5,Özbay,TUR,0,3,8,0.0,0.0,11
5,Vargas,TUR,0,5,5,0.0,0.0,10
5,S. Sahin,TUR,0,0,0,,,0
5,Baladın,TUR,0,0,12,0.0,0.0,12
5,Özdemir,TUR,0,1,4,0.0,0.0,5
5,Uyanık,TUR,0,0,0,,,0
5,Ozden,TUR,0,0,0,,,0
5,Güneş,TUR,0,4,22,0.0,0.0,26
5,Kalaç,TUR,0,1,10,0.0,0.0,11
5,Karutasu,TUR,0,2,3,0.0,0.0,5
5,Karakurt,TUR,0,1,4,0.0,0.0,5
5,Shiode,JPN,0,0,0,,,0
